date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:26:55	2865/2865	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Oct%202022%2013:26:54%20GMT	https://www.firstclass-concierge.com/t	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/t.8.delayed	(from https://www.firstclass-concierge.com/?gclid=CjwKCAjw7p6aBhBiEiwA83fGui5Ei88Wzu6XzZyCXypHDnPMCy6evv9fjZ3u-a8Hjx3N7jM_82PwOxoChpAQAvD_BwE)
14:26:55	181036/181036	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ce2b993e3eb4de18f03d8d07b92e665%22	https://static.parastorage.com/services/wix-thunderbolt/dist/bootstrap-features.88016560.bundle.min.js	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/static.parastorage.com/services/wix-thunderbolt/dist/bootstrap-features.88016560.bundle.min.js	(from https://www.firstclass-concierge.com/?gclid=CjwKCAjw7p6aBhBiEiwA83fGui5Ei88Wzu6XzZyCXypHDnPMCy6evv9fjZ3u-a8Hjx3N7jM_82PwOxoChpAQAvD_BwE)
14:26:55	187595/187595	---M-Z	200	added ('OK')	application/javascript	etag:W/%2253b7e49bbd43a9b94c536563b9b36260%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.dca78a96.bundle.min.js	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/static.parastorage.com/services/wix-thunderbolt/dist/main.dca78a96.bundle.min.js	(from https://www.firstclass-concierge.com/?gclid=CjwKCAjw7p6aBhBiEiwA83fGui5Ei88Wzu6XzZyCXypHDnPMCy6evv9fjZ3u-a8Hjx3N7jM_82PwOxoChpAQAvD_BwE)
14:26:55	73015/73015	---M-Z	200	added ('OK')	application/javascript	etag:W/%229becc40fb1d85d21d0ca38e2f7069511%22	https://static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	(from https://www.firstclass-concierge.com/?gclid=CjwKCAjw7p6aBhBiEiwA83fGui5Ei88Wzu6XzZyCXypHDnPMCy6evv9fjZ3u-a8Hjx3N7jM_82PwOxoChpAQAvD_BwE)
14:26:56	12463/12463	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263d498e143f421cc44dfb64f22fef270%22	https://static.parastorage.com/unpkg/react@16.14.0/umd/react.production.min.js	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/static.parastorage.com/unpkg/react@16.14.0/umd/react.production.min.js	(from https://www.firstclass-concierge.com/?gclid=CjwKCAjw7p6aBhBiEiwA83fGui5Ei88Wzu6XzZyCXypHDnPMCy6evv9fjZ3u-a8Hjx3N7jM_82PwOxoChpAQAvD_BwE)
14:26:56	11216/11216	---M-Z	200	added ('OK')	application/javascript	etag:W/%2274b64900831a2e814a8ff0cdedcf80cb%22	https://static.parastorage.com/services/tag-manager-client/1.427.0/siteTags.bundle.min.js	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/static.parastorage.com/services/tag-manager-client/1.427.0/siteTags.bundle.min.js	(from https://www.firstclass-concierge.com/?gclid=CjwKCAjw7p6aBhBiEiwA83fGui5Ei88Wzu6XzZyCXypHDnPMCy6evv9fjZ3u-a8Hjx3N7jM_82PwOxoChpAQAvD_BwE)
14:26:56	41172/41172	---M-Z	200	added ('OK')	application/javascript	etag:W/%2272cd3e3e90088aa5acd84acd0d7346c6%22	https://static.parastorage.com/services/wix-perf-measure/1.1042.0/wix-perf-measure.bundle.min.js	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/static.parastorage.com/services/wix-perf-measure/1.1042.0/wix-perf-measure.bundle.min.js	(from https://www.firstclass-concierge.com/?gclid=CjwKCAjw7p6aBhBiEiwA83fGui5Ei88Wzu6XzZyCXypHDnPMCy6evv9fjZ3u-a8Hjx3N7jM_82PwOxoChpAQAvD_BwE)
14:26:56	118656/118656	---M-Z	200	added ('OK')	application/javascript	etag:W/%22c5abc87541fe6bb0f43f22af475a8b20%22	https://static.parastorage.com/unpkg/react-dom@16.14.0/umd/react-dom.production.min.js	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/static.parastorage.com/unpkg/react-dom@16.14.0/umd/react-dom.production.min.js	(from https://www.firstclass-concierge.com/?gclid=CjwKCAjw7p6aBhBiEiwA83fGui5Ei88Wzu6XzZyCXypHDnPMCy6evv9fjZ3u-a8Hjx3N7jM_82PwOxoChpAQAvD_BwE)
14:26:56	40949/40949	---M--	200	added ('OK')	image/png	etag:%22d6793e194624ea8a9de511b9e7c63bf0%22	https://static.parastorage.com/services/editor-elements/dist/media/sloppyframe.d6793e19.png	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/static.parastorage.com/services/editor-elements/dist/media/sloppyframe.d6793e19.png	(from https://www.firstclass-concierge.com/?gclid=CjwKCAjw7p6aBhBiEiwA83fGui5Ei88Wzu6XzZyCXypHDnPMCy6evv9fjZ3u-a8Hjx3N7jM_82PwOxoChpAQAvD_BwE)
14:26:57	2865/2865	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Oct%202022%2013:26:57%20GMT	https://www.firstclass-concierge.com/eec152dc.min.css	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/eec152dc.min.11.delayed	(from https://www.firstclass-concierge.com/?gclid=CjwKCAjw7p6aBhBiEiwA83fGui5Ei88Wzu6XzZyCXypHDnPMCy6evv9fjZ3u-a8Hjx3N7jM_82PwOxoChpAQAvD_BwE)
14:26:57	2865/2865	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Oct%202022%2013:26:57%20GMT	https://www.firstclass-concierge.com/version/	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/version/index.html	(from https://www.firstclass-concierge.com/?gclid=CjwKCAjw7p6aBhBiEiwA83fGui5Ei88Wzu6XzZyCXypHDnPMCy6evv9fjZ3u-a8Hjx3N7jM_82PwOxoChpAQAvD_BwE)
14:26:57	2865/2865	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Oct%202022%2013:26:57%20GMT	https://www.firstclass-concierge.com/7c602eb2.min.css	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/7c602eb2.min.12.delayed	(from https://www.firstclass-concierge.com/?gclid=CjwKCAjw7p6aBhBiEiwA83fGui5Ei88Wzu6XzZyCXypHDnPMCy6evv9fjZ3u-a8Hjx3N7jM_82PwOxoChpAQAvD_BwE)
14:26:58	694623/694623	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2013:26:57%20GMT	https://www.firstclass-concierge.com/	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/index.html	(from https://www.firstclass-concierge.com/?gclid=CjwKCAjw7p6aBhBiEiwA83fGui5Ei88Wzu6XzZyCXypHDnPMCy6evv9fjZ3u-a8Hjx3N7jM_82PwOxoChpAQAvD_BwE)
14:26:58	2865/2865	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Oct%202022%2013:26:57%20GMT	https://www.firstclass-concierge.com/f52e40aa.min.css	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/f52e40aa.min.13.delayed	(from https://www.firstclass-concierge.com/?gclid=CjwKCAjw7p6aBhBiEiwA83fGui5Ei88Wzu6XzZyCXypHDnPMCy6evv9fjZ3u-a8Hjx3N7jM_82PwOxoChpAQAvD_BwE)
14:26:58	2865/2865	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Oct%202022%2013:26:58%20GMT	https://www.firstclass-concierge.com/99a6a99f.min.css	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/99a6a99f.min.14.delayed	(from https://www.firstclass-concierge.com/?gclid=CjwKCAjw7p6aBhBiEiwA83fGui5Ei88Wzu6XzZyCXypHDnPMCy6evv9fjZ3u-a8Hjx3N7jM_82PwOxoChpAQAvD_BwE)
14:26:59	2865/2865	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Oct%202022%2013:26:58%20GMT	https://www.firstclass-concierge.com/62a3290c.min.css	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/62a3290c.min.15.delayed	(from https://www.firstclass-concierge.com/?gclid=CjwKCAjw7p6aBhBiEiwA83fGui5Ei88Wzu6XzZyCXypHDnPMCy6evv9fjZ3u-a8Hjx3N7jM_82PwOxoChpAQAvD_BwE)
14:26:59	2865/2865	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Oct%202022%2013:26:59%20GMT	https://www.firstclass-concierge.com/1f15f937.min.css	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/1f15f937.min.16.delayed	(from https://www.firstclass-concierge.com/?gclid=CjwKCAjw7p6aBhBiEiwA83fGui5Ei88Wzu6XzZyCXypHDnPMCy6evv9fjZ3u-a8Hjx3N7jM_82PwOxoChpAQAvD_BwE)
14:26:59	2865/2865	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Oct%202022%2013:26:59%20GMT	https://www.firstclass-concierge.com/47b73115.min.css	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/47b73115.min.17.delayed	(from https://www.firstclass-concierge.com/?gclid=CjwKCAjw7p6aBhBiEiwA83fGui5Ei88Wzu6XzZyCXypHDnPMCy6evv9fjZ3u-a8Hjx3N7jM_82PwOxoChpAQAvD_BwE)
14:27:00	2865/2865	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Oct%202022%2013:26:59%20GMT	https://www.firstclass-concierge.com/2b8b066f.min.css	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/2b8b066f.min.18.delayed	(from https://www.firstclass-concierge.com/?gclid=CjwKCAjw7p6aBhBiEiwA83fGui5Ei88Wzu6XzZyCXypHDnPMCy6evv9fjZ3u-a8Hjx3N7jM_82PwOxoChpAQAvD_BwE)
14:27:00	2865/2865	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Oct%202022%2013:27:00%20GMT	https://www.firstclass-concierge.com/1ca089e2.chunk.min.js	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/1ca089e2.chunk.min.19.delayed	(from https://www.firstclass-concierge.com/?gclid=CjwKCAjw7p6aBhBiEiwA83fGui5Ei88Wzu6XzZyCXypHDnPMCy6evv9fjZ3u-a8Hjx3N7jM_82PwOxoChpAQAvD_BwE)
14:27:01	2865/2865	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Oct%202022%2013:27:00%20GMT	https://www.firstclass-concierge.com/b21dff43.chunk.min.js	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/b21dff43.chunk.min.1a.delayed	(from https://www.firstclass-concierge.com/?gclid=CjwKCAjw7p6aBhBiEiwA83fGui5Ei88Wzu6XzZyCXypHDnPMCy6evv9fjZ3u-a8Hjx3N7jM_82PwOxoChpAQAvD_BwE)
14:27:01	2865/2865	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Oct%202022%2013:27:00%20GMT	https://www.firstclass-concierge.com/rb_wixui.thunderbolt~bootstrap-classic.d75f19a9.chunk.min.js	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/rb_wixui.thunderbolt_bootstrap-classic.d75f19a9.chunk.min.1b.delayed	(from https://www.firstclass-concierge.com/?gclid=CjwKCAjw7p6aBhBiEiwA83fGui5Ei88Wzu6XzZyCXypHDnPMCy6evv9fjZ3u-a8Hjx3N7jM_82PwOxoChpAQAvD_BwE)
14:27:01	2865/2865	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Oct%202022%2013:27:01%20GMT	https://www.firstclass-concierge.com/rb_wixui.thunderbolt~bootstrap.8a86afda.chunk.min.css	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/rb_wixui.thunderbolt_bootstrap.8a86afda.chunk.min.1c.delayed	(from https://www.firstclass-concierge.com/?gclid=CjwKCAjw7p6aBhBiEiwA83fGui5Ei88Wzu6XzZyCXypHDnPMCy6evv9fjZ3u-a8Hjx3N7jM_82PwOxoChpAQAvD_BwE)
14:27:01	2865/2865	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Oct%202022%2013:27:01%20GMT	https://www.firstclass-concierge.com/rb_wixui.thunderbolt~bootstrap.1ca089e2.chunk.min.js	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/rb_wixui.thunderbolt_bootstrap.1ca089e2.chunk.min.1d.delayed	(from https://www.firstclass-concierge.com/?gclid=CjwKCAjw7p6aBhBiEiwA83fGui5Ei88Wzu6XzZyCXypHDnPMCy6evv9fjZ3u-a8Hjx3N7jM_82PwOxoChpAQAvD_BwE)
14:27:02	2865/2865	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Oct%202022%2013:27:02%20GMT	https://www.firstclass-concierge.com/rb_wixui.thunderbolt~bootstrap-responsive.f3ca696f.chunk.min.css	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/rb_wixui.thunderbolt_bootstrap-responsive.f3ca696f.chunk.min.1e.delayed	(from https://www.firstclass-concierge.com/?gclid=CjwKCAjw7p6aBhBiEiwA83fGui5Ei88Wzu6XzZyCXypHDnPMCy6evv9fjZ3u-a8Hjx3N7jM_82PwOxoChpAQAvD_BwE)
14:27:03	2865/2865	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Oct%202022%2013:27:02%20GMT	https://www.firstclass-concierge.com/rb_wixui.thunderbolt~bootstrap-responsive.b21dff43.chunk.min.js	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/rb_wixui.thunderbolt_bootstrap-responsive.b21dff43.chunk.min.1f.delayed	(from https://www.firstclass-concierge.com/?gclid=CjwKCAjw7p6aBhBiEiwA83fGui5Ei88Wzu6XzZyCXypHDnPMCy6evv9fjZ3u-a8Hjx3N7jM_82PwOxoChpAQAvD_BwE)
14:27:03	2865/2865	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Oct%202022%2013:27:03%20GMT	https://www.firstclass-concierge.com/rb_wixui.thunderbolt~common-site-members-dialogs.384b0b57.chunk.min.css	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/rb_wixui.thunderbolt_common-site-members-dialogs.384b0b57.chunk.min.20.delayed	(from https://www.firstclass-concierge.com/?gclid=CjwKCAjw7p6aBhBiEiwA83fGui5Ei88Wzu6XzZyCXypHDnPMCy6evv9fjZ3u-a8Hjx3N7jM_82PwOxoChpAQAvD_BwE)
14:27:03	2865/2865	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Oct%202022%2013:27:03%20GMT	https://www.firstclass-concierge.com/rb_wixui.thunderbolt~common-site-members-dialogs.0145dd9f.chunk.min.js	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/rb_wixui.thunderbolt_common-site-members-dialogs.0145dd9f.chunk.min.21.delayed	(from https://www.firstclass-concierge.com/?gclid=CjwKCAjw7p6aBhBiEiwA83fGui5Ei88Wzu6XzZyCXypHDnPMCy6evv9fjZ3u-a8Hjx3N7jM_82PwOxoChpAQAvD_BwE)
14:27:04	7990/7990	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Oct%202022%2013:27:03%20GMT	https://static.wixstatic.com/media/211a07_198d1c8267ea41849fbabe0fb6d602bf~mv2.jpg/v1/fill/w_268,h_160,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/First-Class-01.jpg	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/static.wixstatic.com/media/211a07_198d1c8267ea41849fbabe0fb6d602bf_mv2.jpg/v1/fill/w_268,h_160,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/First-Class-01.jpg	(from https://www.firstclass-concierge.com/?gclid=CjwKCAjw7p6aBhBiEiwA83fGui5Ei88Wzu6XzZyCXypHDnPMCy6evv9fjZ3u-a8Hjx3N7jM_82PwOxoChpAQAvD_BwE)
14:27:05	617007/617007	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2013:27:04%20GMT	https://www.firstclass-concierge.com/services	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/services.html	(from https://www.firstclass-concierge.com/?gclid=CjwKCAjw7p6aBhBiEiwA83fGui5Ei88Wzu6XzZyCXypHDnPMCy6evv9fjZ3u-a8Hjx3N7jM_82PwOxoChpAQAvD_BwE)
14:27:06	595105/595105	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2013:27:04%20GMT	https://www.firstclass-concierge.com/contact	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/contact.html	(from https://www.firstclass-concierge.com/?gclid=CjwKCAjw7p6aBhBiEiwA83fGui5Ei88Wzu6XzZyCXypHDnPMCy6evv9fjZ3u-a8Hjx3N7jM_82PwOxoChpAQAvD_BwE)
14:27:07	702636/702636	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2013:27:05%20GMT	https://www.firstclass-concierge.com/blog	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/blog.html	(from https://www.firstclass-concierge.com/?gclid=CjwKCAjw7p6aBhBiEiwA83fGui5Ei88Wzu6XzZyCXypHDnPMCy6evv9fjZ3u-a8Hjx3N7jM_82PwOxoChpAQAvD_BwE)
14:27:07	587726/587726	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2013:27:06%20GMT	https://www.firstclass-concierge.com/services-1	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/services-1.html	(from https://www.firstclass-concierge.com/?gclid=CjwKCAjw7p6aBhBiEiwA83fGui5Ei88Wzu6XzZyCXypHDnPMCy6evv9fjZ3u-a8Hjx3N7jM_82PwOxoChpAQAvD_BwE)
14:27:08	2750/2750	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Oct%202022%2013:27:07%20GMT	https://static.wixstatic.com/media/e64dafc55e5749f1a35a49ed2a19c6e5.jpg/v1/fill/w_123,h_82,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/e64dafc55e5749f1a35a49ed2a19c6e5.jpg	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/static.wixstatic.com/media/e64dafc55e5749f1a35a49ed2a19c6e5.jpg/v1/fill/w_123,h_82,al_c,q_80,usm_0.66_1.00_0.01,blur_2,/e64dafc55e5749f1a35a49ed2a19c6e5.jpg	(from https://www.firstclass-concierge.com/?gclid=CjwKCAjw7p6aBhBiEiwA83fGui5Ei88Wzu6XzZyCXypHDnPMCy6evv9fjZ3u-a8Hjx3N7jM_82PwOxoChpAQAvD_BwE)
14:27:08	2048/2048	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Oct%202022%2013:27:07%20GMT	https://static.wixstatic.com/media/11062b_5cd6dc4ddcc84f9ea8ab3a9fb2501b28~mv2.jpg/v1/fill/w_123,h_88,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/11062b_5cd6dc4ddcc84f9ea8ab3a9fb2501b28~mv2.jpg	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/static.wixstatic.com/media/11062b_5cd6dc4ddcc84f9ea8ab3a9fb2501b28_mv2.jpg/v1/fill/w_123,h_88,al_c,q_80,usm_0.66_1.00_0.01,blur_2,/11062b_5cd6dc4ddcc84f9ea8ab3a9fb	(from https://www.firstclass-concierge.com/?gclid=CjwKCAjw7p6aBhBiEiwA83fGui5Ei88Wzu6XzZyCXypHDnPMCy6evv9fjZ3u-a8Hjx3N7jM_82PwOxoChpAQAvD_BwE)
14:27:09	2423/2423	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Oct%202022%2013:27:07%20GMT	https://static.wixstatic.com/media/11062b_448fc33188c54402b11e32d933fd4788~mv2.jpeg/v1/fill/w_123,h_82,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/11062b_448fc33188c54402b11e32d933fd4788~mv2.jpeg	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/static.wixstatic.com/media/11062b_448fc33188c54402b11e32d933fd4788_mv2.jpe/v1/fill/w_123,h_82,al_c,q_80,usm_0.66_1.00_0.01,blur_2,/11062b_448fc33188c54402b11e32d93	(from https://www.firstclass-concierge.com/?gclid=CjwKCAjw7p6aBhBiEiwA83fGui5Ei88Wzu6XzZyCXypHDnPMCy6evv9fjZ3u-a8Hjx3N7jM_82PwOxoChpAQAvD_BwE)
